variant,metric,checkpoint_index,n_epochs,frac_total,bin,x,F_kcal_mol,P,count
epoch,cv_distance,9,9,0.479130598682006,16,0.5515683365054429,0.04452688807952088,0.044538636111668736,85408
epoch,cv_distance,9,9,0.479130598682006,17,0.5837223220927019,0.08284646403330886,0.041765884357502656,83323
epoch,cv_distance,9,9,0.479130598682006,18,0.6158763076799612,0.09531941805432798,0.04090113154947222,82239
epoch,cv_distance,9,9,0.479130598682006,19,0.6480302932672202,0.10835290078749549,0.04001664070560922,82222
epoch,cv_distance,9,9,0.479130598682006,20,0.6801842788544794,0.07376107652321151,0.04240726354006767,85107
epoch,cv_distance,9,9,0.479130598682006,21,0.7123382644417384,0.0475302516361662,0.04431482194975282,89746
epoch,cv_distance,9,9,0.479130598682006,22,0.7444922500289977,0.02300711914755227,0.046175726826416165,92425
epoch,cv_distance,9,9,0.479130598682006,23,0.7766462356162568,0.02443734647242546,0.04606508121271228,91517
epoch,cv_distance,9,9,0.479130598682006,24,0.8088002212035159,0.08677165427399802,0.04149179656588879,84208
epoch,cv_distance,9,9,0.479130598682006,25,0.8409542067907751,0.2127774795319215,0.033586821045490545,74789
epoch,cv_distance,9,9,0.479130598682006,26,0.8731081923780342,0.21030205678723068,0.033726572545942524,75817
epoch,cv_distance,9,9,0.479130598682006,27,0.9052621779652934,0.08676973623242223,0.041491930058488655,52124
epoch,cv_distance,9,9,0.479130598682006,28,0.9374161635525524,0.6839318674769339,0.015238423827927812,10544
epoch,cv_distance,9,9,0.479130598682006,29,0.9695701491398117,3.7262718640838255,9.26064710602413e-05,290
epoch,cv_distance,10,10,0.6688295822629287,0,0.037104567109296716,1.6224197407987317,0.0031005471674984833,914
epoch,cv_distance,10,10,0.6688295822629287,1,0.06925855269655586,0.6485702041104824,0.015880823307909863,16004
epoch,cv_distance,10,10,0.6688295822629287,2,0.101412538283815,0.33853624124484916,0.026713332551384743,72379
epoch,cv_distance,10,10,0.6688295822629287,3,0.13356652387107412,0.29503239538651305,0.02873557984086513,120527
epoch,cv_distance,10,10,0.6688295822629287,4,0.16572050945833325,0.28515412758927927,0.029215689064295634,132896
epoch,cv_distance,10,10,0.6688295822629287,5,0.1978744950455924,0.21712527983149266,0.03274719616547383,132381
epoch,cv_distance,10,10,0.6688295822629287,6,0.23002848063285153,0.18263937504650296,0.03469737196510877,127758
epoch,cv_distance,10,10,0.6688295822629287,7,0.26218246622011065,0.15960927247602008,0.03606398083528308,122905
